id,url,ja,zh_cn,zh_tw,en,translate,note,source
uncensored-f7,https://www.busfan.club/uncensored/genre/f7,仮面,面具,面具,仮面,面具,,avsox;javbus
11,https://www.busfan.club/genre/11,企画,企画,企畫,Variety,企画,,jav321;javbus;javlib
uncensored-1z,https://www.busfan.club/uncensored/genre/1z,企画物,企划物,企劃物,企画物,企劃物,,avsox;javbus
uncensored-4z,https://www.busfan.club/uncensored/genre/4z,会社,公司,公司,会社,公司,,avsox;javbus
uncensored-zu,https://www.busfan.club/uncensored/genre/zu,住宅,住宅,住宅,住宅,住宅,,avsox;javbus
y,https://www.busfan.club/genre/y,体操着・ブルマ,体育服,體育服,Gym Clothes,体育服,,jav321;javbus
84,https://www.busfan.club/genre/84,体験告白,体验忏悔,體驗懺悔,Experience confession,体验忏悔,,javbus
uncensored-r5,https://www.busfan.club/uncensored/genre/r5,保健室,保健室,保健室,保健室,保健室,,avsox;javbus
uncensored-gre015,https://www.busfan.club/uncensored/genre/gre015,借金,借款,借款,借金,借款,,avsox;javbus
uncensored-uc,https://www.busfan.club/uncensored/genre/uc,側位中出し,侧位内射,側位內射,creampie-duck neck,側位內射,,avsox;javbus
aqnq,https://www.b49t.com/cn/vl_genre.php?g=aqnq,催眠,催眠,催眠,Hypnosis,催眠,,javlib
4b,https://www.busfan.club/genre/4b,催眠・洗脳,催眠,催眠,Hypnotism,催眠,,jav321;javbus
uncensored-gre034,https://www.busfan.club/uncensored/genre/gre034,元カレ,男友,男友,元カレ,男友,,avsox;javbus
uncensored-jk,https://www.busfan.club/uncensored/genre/jk,先生,老师,老師,先生,老師,,avsox;javbus
uncensored-mx,https://www.busfan.club/uncensored/genre/mx,全裸,全裸,全裸,全裸,全裸,,avsox;javbus;javlib
uncensored-1c2,https://www.busfan.club/uncensored/genre/1c2,全身ローション,润滑油,潤滑油,Lotion,潤滑油,,avsox;javbus
uncensored-gre112,https://www.busfan.club/uncensored/genre/gre112,全身痙攣,痉挛,痙攣,全身痙攣,痙攣,,avsox;javbus
uncensored-17s,https://www.busfan.club/uncensored/genre/17s,八重歯,虎牙,虎牙,八重歯,虎牙,,avsox;javbus
uncensored-4m,https://www.busfan.club/uncensored/genre/4m,公園,公园,公園,公園,公園,,avsox;javbus
uncensored-zj,https://www.busfan.club/uncensored/genre/zj,公衆便所,公共厕所,公共廁所,公衆便所,公共廁所,,avsox;javbus
uncensored-vr,https://www.busfan.club/uncensored/genre/vr,再会,再会,再會,再会,再會,,avsox;javbus
b4,https://www.b49t.com/cn/vl_genre.php?g=b4,凌辱,凌辱,凌辱,Abuse,凌辱,,javlib
41,https://www.busfan.club/genre/41,処女,处女,處女,Virgin,处女,,jav321;javbus;javlib
uncensored-eu,https://www.busfan.club/uncensored/genre/eu,出張,出差,出差,出張,出差,,avsox;javbus
uncensored-gre033,https://www.busfan.club/uncensored/genre/gre033,初AV,新手,新手,初AV,新手,,avsox;javbus
uncensored-t9,https://www.busfan.club/uncensored/genre/t9,初登場,处女作,處女作,初登場,處女作,,avsox;javbus
uncensored-gre003,https://www.busfan.club/uncensored/genre/gre003,初裏,首次,首次,初裏,首次,,avsox;javbus
uncensored-40,https://www.busfan.club/uncensored/genre/40,初裏作品,首次作品,首次作品,初裏作品,首次作品,,avsox;javbus
uncensored-9p,https://www.busfan.club/uncensored/genre/9p,別荘,别墅,別墅,別荘,別墅,,avsox;javbus
3i,https://www.busfan.club/genre/3i,制服,制服,制服,Uniform,制服,,avsox;jav321;javbus;javlib
uncensored-gre106,https://www.busfan.club/uncensored/genre/gre106,剃毛,剃毛,剃毛,Shave,剃毛,,avsox;javbus
6q,https://www.busfan.club/genre/6q,動画,动画,動画,動画,,'動画'更偏向于电影、视频的意思，而且这个分类下面没有影片,javbus
uncensored-ap,https://www.busfan.club/uncensored/genre/ap,卑猥,下流,下流,卑猥,下流,,avsox;javbus
f,https://www.busfan.club/genre/f,単体作品,单体作品,單體作品,Featured Actress,单体作品,,jav321;javbus;javlib
51,https://www.busfan.club/genre/51,即ハメ,即兴性交,立即口交,Quickie,立即口交,,avsox;jav321;javbus;javlib
6l,https://www.busfan.club/genre/6l,原作コラボ,原作改编,原作コラボ,Original Collaboration,原作真人版,,jav321;javbus;javlib
azga,https://www.b49t.com/cn/vl_genre.php?g=azga,友情,友谊,友誼,Friendship,友谊,,javlib
uncensored-18t,https://www.busfan.club/uncensored/genre/18t,友達,朋友,朋友,友達,朋友,,avsox;javbus
es,https://www.busfan.club/genre/es,叔母さん,,叔母さん,叔母さん,叔母阿姨,,javbus
ei,https://www.busfan.club/genre/ei,受付嬢,,受付嬢,受付嬢,接待小姐,,javbus
uncensored-gre089,https://www.busfan.club/uncensored/genre/gre089,口内発射,口内射精,口內射精,口内発射,口內射精,,avsox;javbus
uncensored-gre116,https://www.busfan.club/uncensored/genre/gre116,口射,口射,口射,口射,口射,,avsox;javbus
uncensored-11i,https://www.busfan.club/uncensored/genre/11i,吊り下げ・磔,悬挂,懸掛,Hung ceiling,懸掛,,avsox;javbus
uncensored-m8,https://www.busfan.club/uncensored/genre/m8,同僚,同事,同事,同僚,同事,,avsox;javbus
uncensored-6f,https://www.busfan.club/uncensored/genre/6f,和室,和室,和室,和室,和室,,avsox;javbus
aqga,https://www.b49t.com/cn/vl_genre.php?g=aqga,和服、喪服,和服、丧服,和服、喪服,"Kimono, Mourning",和服、丧服,,javlib
12,https://www.busfan.club/genre/12,和服・浴衣,和服・丧服,和服・喪服,KIMONO,和服・丧服,,jav321;javbus
uncensored-1cv,https://www.busfan.club/uncensored/genre/1cv,唾液を飲む,喝口水,喝口水,saliva,喝口水,,avsox;javbus
uncensored-du,https://www.busfan.club/uncensored/genre/du,喪服,丧服,喪服,喪服,喪服,,avsox;javbus
uncensored-7d,https://www.busfan.club/uncensored/genre/7d,土下座,跪求,跪求,土下座,跪求,,avsox;javbus
uncensored-13k,https://www.busfan.club/uncensored/genre/13k,地下室,地下室,地下室,Basement,地下室,,avsox;javbus
uncensored-29,https://www.busfan.club/uncensored/genre/29,変態,变态,變態,変態,變態,,avsox;javbus
uncensored-wo,https://www.busfan.club/uncensored/genre/wo,変態プレイ,变态游戏,變態遊戲,変態プレイ,變態遊戲,,avsox;javbus
6f,https://www.busfan.club/genre/6f,変身ヒロイン,超级女英雄,超級女英雄,Super Heroine,超级女英雄,,jav321;javbus
uncensored-5d,https://www.busfan.club/uncensored/genre/5d,大学生,大学生,大學生,大学生,大學生,,avsox;javbus
uncensored-gre119,https://www.busfan.club/uncensored/genre/gre119,大量潮吹き,大量潮吹,大量潮吹,大量潮吹き,大量潮吹,,avsox;javbus
uncensored-124,https://www.busfan.club/uncensored/genre/124,太腿に精液,射在大腿,射在大腿,cum on Thigh,射在大腿,,avsox;javbus
uncensored-yg,https://www.busfan.club/uncensored/genre/yg,夫,丈夫,丈夫,夫,丈夫,,avsox;javbus
uncensored-bm,https://www.busfan.club/uncensored/genre/bm,夫婦,夫妇,夫婦,夫婦,夫婦,,avsox;javbus
uncensored-gre118,https://www.busfan.club/uncensored/genre/gre118,失禁,失禁,失禁,失禁,失禁,,avsox;javbus
uncensored-nc,https://www.busfan.club/uncensored/genre/nc,奉仕,服侍,服侍,奉仕,服侍,,avsox;javbus
eg,https://www.busfan.club/genre/eg,女上司,,女上司,女上司,女上司,,javbus
uncensored-14l,https://www.busfan.club/uncensored/genre/14l,女体盛り,女体盛,女體盛,Foods on Body,女體盛,,avsox;javbus
6i,https://www.busfan.club/genre/6i,女優ベスト・総集編,女优精选合集,女優ベスト・総集編,Actress Best Compilation,女优精选合集,,jav321;javbus
27,https://www.busfan.club/genre/27,女医,女医生,女醫生,Female Doctor,女医生,,avsox;jav321;javbus;javlib
c,https://www.busfan.club/genre/c,女子アナ,女主播,女主播,Female Anchor,女主播,,jav321;javbus;javlib
1x,https://www.busfan.club/genre/1x,女子大生,女大学生,女大學生,College Girl,女大学生,,jav321;javbus;javlib
b,https://www.busfan.club/genre/b,女子校生,学生,高中女生,Schoolgirl,高中女生,,avsox;jav321;javbus;javlib
aqaa,https://www.b49t.com/cn/vl_genre.php?g=aqaa,女将、女主人,老板娘、女主人,老闆娘、女主人,"Landlady, Hostess",老板娘、女主人,,javlib
38,https://www.busfan.club/genre/38,女将・女主人,女主人、女老板,女主人、女老板,Housewife,女主人、女老板,,jav321;javbus
5t,https://www.busfan.club/genre/5t,女性向け,给女性观众,給女性觀眾,Boys Love,女性向,,jav321;javbus;javlib
5h,https://www.busfan.club/genre/5h,女戦士,女战士,女戰士,Female Soldier,女战士,,jav321;javbus;javlib
3o,https://www.busfan.club/genre/3o,女捜査官,女检察官,女檢察官,Female Detective,女检察官,,jav321;javbus;javlib
1n,https://www.busfan.club/genre/1n,女教師,女教师,女教師,Female Teacher,女教师,,avsox;jav321;javbus;javlib
uncensored-gre158,https://www.busfan.club/uncensored/genre/gre158,女王,,女王,Queen,女王,,javbus
em,https://www.busfan.club/genre/em,女王様,,女王様,女王様,女王,,javbus
55,https://www.busfan.club/genre/55,女装・男の娘,女装人妖,女裝人妖,Cross Dresser,女装人妖,,jav321;javbus;javlib
ay,https://www.b49t.com/cn/vl_genre.php?g=ay,奴隷,奴隶,奴隸,Slave,奴隶,,javlib
uncensored-gre008,https://www.busfan.club/uncensored/genre/gre008,妄想,妄想,幻想,妄想,幻想,,avsox;jav321;javbus;javlib
f5,https://www.busfan.club/genre/f5,妄想族,,妄想族,妄想族,妄想族,,javbus
uncensored-gre038,https://www.busfan.club/uncensored/genre/gre038,妊娠,孕妇,孕婦,妊娠,孕婦,,avsox;javbus
15,https://www.busfan.club/genre/15,妊婦,孕妇,孕婦,Pregnant,孕妇,,jav321;javbus;javlib
arpa,https://www.b49t.com/cn/vl_genre.php?g=arpa,妹,妹妹,妹妹,Sister,妹妹,,javlib
3e,https://www.busfan.club/genre/3e,姉・妹,姐妹,姐妹,Older & Younger Sister,姐妹,,jav321;javbus
e7,https://www.busfan.club/genre/e7,娘・養女,,娘・養女,娘・養女,养女,,javbus
7i,https://www.busfan.club/genre/7i,孕ませ,受孕,孕ませ,孕ませ,孕育,,jav321;javbus;javlib
sub,https://www.busfan.club/genre/sub,字幕,,字幕,Subtitle,字幕,这部影片有字幕，不代表最终下载的影片有字幕,javbus
3t,https://www.busfan.club/genre/3t,学園もの,学校作品,學校作品,School,学校作品,,jav321;javbus;javlib
uncensored-7k,https://www.busfan.club/uncensored/genre/7k,学校,学校,學校,学校,學校,,avsox;javbus
a,https://www.busfan.club/genre/a,学生服,校服,校服,School Uniform,校服,,jav321;javbus;javlib
65,https://www.busfan.club/genre/65,学生（その他）,学生（其他）,學生（其他）,Student (Other),学生（其他）,,javbus
uncensored-pm,https://www.busfan.club/uncensored/genre/pm,宅配,送货上门,送貨上門,宅配,送貨上門,,avsox;javbus
ayna,https://www.b49t.com/cn/vl_genre.php?g=ayna,官能作品,感官作品,感官作品,Sensuality,感官作品,,javlib
uncensored-sb,https://www.busfan.club/uncensored/genre/sb,家事,做家务,做家務,家事,做家務,,avsox;javbus
1c,https://www.busfan.club/genre/1c,家庭教師,家教,家教,Private Tutor,家教,,jav321;javbus;javlib
uncensored-v6,https://www.busfan.club/uncensored/genre/v6,密会,密会,密會,密会,密會,,avsox;javbus
uncensored-6e,https://www.busfan.club/uncensored/genre/6e,密室,密室,密室,密室,密室,,avsox;javbus
arna,https://www.b49t.com/cn/vl_genre.php?g=arna,寝取り、寝取られ,白天出轨,白天出軌,Cuckold,白天出轨,,javlib
4r,https://www.busfan.club/genre/4r,寝取り・寝取られ,出轨,出軌,Cheating Wife,出轨,,jav321;javbus
uncensored-66,https://www.busfan.club/uncensored/genre/66,小柄,娇小,嬌小,小柄,嬌小,,avsox;jav321;javbus
uncensored-gz,https://www.busfan.club/uncensored/genre/gz,小麦肌,小麦色,小麥色,小麦肌,小麥色,,avsox;javbus
uncensored-7g,https://www.busfan.club/uncensored/genre/7g,就職活動,求职,求職,就職活動,求職,,avsox;javbus
uncensored-13a,https://www.busfan.club/uncensored/genre/13a,尻に精液,射在屁股,射在屁股,cum on hip,射在屁股,,avsox;javbus
2k,https://www.busfan.club/genre/2k,尻フェチ,屁股,屁股,Ass Lover,屁股,,jav321;javbus;javlib
ayda,https://www.b49t.com/cn/vl_genre.php?g=ayda,尿道カテーテル,导尿,導尿,Urethral Cathing,导尿,,javlib
s,https://www.busfan.club/genre/s,局部アップ,局部特写,局部特寫,Genital Close-Up,局部特写,,jav321;javbus;javlib
uncensored-wh,https://www.busfan.club/uncensored/genre/wh,屋上,屋顶,屋頂,屋上,屋頂,,avsox;javbus
e,https://www.busfan.club/genre/e,巨乳,巨乳,巨乳,Big Tits,巨乳,,avsox;jav321;javbus;javlib
2d,https://www.busfan.club/genre/2d,巨乳フェチ,恋乳癖,戀乳癖,Big Tits Lover,恋乳癖,,jav321;javbus;javlib
uncensored-i0,https://www.busfan.club/uncensored/genre/i0,巨大クリ,大阴蒂,大陰蒂,巨大クリ,大陰蒂,,avsox;javbus
6r,https://www.busfan.club/genre/6r,巨尻,巨大屁股,巨尻,Big Asses,巨尻,,avsox;jav321;javbus;javlib
4k,https://www.busfan.club/genre/4k,巫女,女祭司,女祭司,Priestess,女祭司,,jav321;javbus;javlib
uncensored-gre014,https://www.busfan.club/uncensored/genre/gre014,年間,新年,新年,年間,新年,,avsox;javbus
5k,https://www.busfan.club/genre/5k,幼なじみ,童年朋友,童年朋友,Childhood Friend,童年朋友,,jav321;javbus;javlib
uncensored-gre040,https://www.busfan.club/uncensored/genre/gre040,幼妻,年轻人妻,年輕人妻,幼妻,年輕人妻,,avsox;javbus
uncensored-48,https://www.busfan.club/uncensored/genre/48,店員,店员,店員,店員,店員,,avsox;javbus
uncensored-1bc,https://www.busfan.club/uncensored/genre/1bc,店長推薦作品,推荐作品,推薦作品,Editor's Pick,推薦作品,,avsox;javbus
1m,https://www.busfan.club/genre/1m,強姦,强奸,強姦,Rape,强奸,,javbus;javlib
uncensored-2r,https://www.busfan.club/uncensored/genre/2r,彼女,情人,情人,彼女,情人,,avsox;javbus
4v,https://www.busfan.club/genre/4v,復刻,复刻版,複刻版,Reprint,重制版,,jav321;javbus
a5da,https://www.b49t.com/cn/vl_genre.php?g=a5da,復刻版,重印版,重印版,Reprinted Edition,重印版,,javlib
uncensored-gre072,https://www.busfan.club/uncensored/genre/gre072,微乳,平胸,微乳,微乳,微乳,,avsox;javbus;javlib
80,https://www.busfan.club/genre/80,性転換・女体化,性别转型·女性化,性別轉型·女性化,Gender transformation·feminization,性转·女性化,,javbus
4q,https://www.busfan.club/genre/4q,恋愛,恋爱,戀愛,Love,恋爱,,jav321;javbus;javlib
uncensored-wc,https://www.busfan.club/uncensored/genre/wc,息子,儿子,兒子,息子,兒子,,avsox;javbus
uncensored-xx,https://www.busfan.club/uncensored/genre/xx,悩み,烦恼,煩惱,悩み,煩惱,,avsox;javbus
arka,https://www.b49t.com/cn/vl_genre.php?g=arka,成人向け映画,成人电影,成人電影,Adult Movie,成人电影,,javlib
x,https://www.busfan.club/genre/x,手コキ,打手枪,打手槍,Handjob,打手枪,,avsox;jav321;javbus;javlib
uncensored-zk,https://www.busfan.club/uncensored/genre/zk,手錠,手铐,手銬,Handcuffs,手銬,,avsox;javbus
2p,https://www.busfan.club/genre/2p,投稿,投稿,投稿,Homemade,投稿,,avsox;jav321;javbus;javlib
3p,https://www.busfan.club/genre/3p,拘束,拘束,拘束,Tied Up,拘束,,avsox;jav321;javbus;javlib
62,https://www.busfan.club/genre/62,拷問,折磨,折磨,Torture,折磨,,jav321;javbus
46,https://www.busfan.club/genre/46,指マン,手指插入,手指插入,Fingering,指交,,avsox;jav321;javbus;javlib
uncensored-gre096,https://www.busfan.club/uncensored/genre/gre096,掃除,吸精,吸精,掃除,吸精,,avsox;javbus
uncensored-gre128,https://www.busfan.club/uncensored/genre/gre128,撮影,摄影,攝影,撮影,攝影,,avsox;javbus
uncensored-vf,https://www.busfan.club/uncensored/genre/vf,撮影現場,拍摄现场,拍攝現場,撮影現場,拍攝現場,,avsox;javbus
19,https://www.busfan.club/genre/19,放尿,放尿,放尿,Urination,放尿,,avsox;jav321;javbus;javlib
f8,https://www.busfan.club/genre/f8,放置,,放置,放置,,没有合适的翻译，目前只有4部影片，且基本伴随着'拘束'分类，视为'拘束'的同义,javbus
uncensored-8y,https://www.busfan.club/uncensored/genre/8y,敏感,敏感,敏感,敏感,敏感,,avsox;javbus
uncensored-7j,https://www.busfan.club/uncensored/genre/7j,教室,教室,教室,教室,教室,,avsox;javbus
uncensored-iz,https://www.busfan.club/uncensored/genre/iz,散歩,散步,散步,散歩,散步,,avsox;javbus
uncensored-gre020,https://www.busfan.club/uncensored/genre/gre020,新人,新人,新人,新人,新人,,avsox;javbus
uncensored-gre046,https://www.busfan.club/uncensored/genre/gre046,新婚夫婦,新婚,新婚,新婚夫婦,新婚,,avsox;javbus
eb,https://www.busfan.club/genre/eb,旅行,旅行,旅行,旅行,旅行,,avsox;javbus
uncensored-7w,https://www.busfan.club/uncensored/genre/7w,旅館,旅馆,旅館,旅館,旅館,,avsox;javbus
6t,https://www.busfan.club/genre/6t,日焼け,晒黑,日焼け,Suntan,晒黑,,jav321;javbus;javlib
uncensored-wy,https://www.busfan.club/uncensored/genre/wy,日焼け跡,晒痕,曬痕,日焼け跡,曬痕,,avsox;javbus
uncensored-2c,https://www.busfan.club/uncensored/genre/2c,早抜き,早泄,早洩,早抜き,早洩,,avsox;javbus
6u,https://www.busfan.club/genre/6u,早漏,早漏,早漏,Premature Ejaculation,早漏,,jav321;javbus
uncensored-io,https://www.busfan.club/uncensored/genre/io,昼下がり,下午,下午,昼下がり,下午,,avsox;javbus
uncensored-gre142,https://www.busfan.club/uncensored/genre/gre142,昼間,白天,白天,昼間,白天,,avsox;javbus
a4oa,https://www.b49t.com/cn/vl_genre.php?g=a4oa,時代劇,历史剧,歷史劇,Historical Play,历史剧,,javlib
7w,https://www.busfan.club/genre/7w,時間停止,时间停止,時間停止,Time Freezing,时间停止,,javbus;javlib
uncensored-19t,https://www.busfan.club/uncensored/genre/19t,普段着,休闲装,休閒裝,普段着,休閒裝,,avsox;javbus
uncensored-we,https://www.busfan.club/uncensored/genre/we,暴露,暴露,暴露,暴露,暴露,,avsox;javbus
53,https://www.busfan.club/genre/53,期間限定セール,限时降价,限時降價,Sale (limited time),,,javbus
2f,https://www.busfan.club/genre/2f,未亡人,寡妇,寡婦,Widow,寡妇,,avsox;jav321;javbus;javlib
uncensored-12d,https://www.busfan.club/uncensored/genre/12d,本気泣き,眼泪,眼淚,tears,眼淚,,avsox;javbus
2q,https://www.busfan.club/genre/2q,格闘家,格斗家,格鬥家,Martial Arts,格斗家,,jav321;javbus;javlib
uncensored-102,https://www.busfan.club/uncensored/genre/102,椅子,椅子,椅子,椅子,椅子,,avsox;javbus
5w,https://www.busfan.club/genre/5w,極道・任侠,黑帮成员,黑幫成員,YAKUZA,黑帮成员,,jav321;javbus
uncensored-au,https://www.busfan.club/uncensored/genre/au,欲求不満,欲求不满,慾求不滿,欲求不満,慾求不滿,,avsox;javbus
3x,https://www.busfan.club/genre/3x,残虐表現,残忍画面,殘忍畫面,Cruelty,残忍画面,,jav321;javbus;javlib
47,https://www.busfan.club/genre/47,母乳,母乳,母乳,Breast Milk,母乳,,avsox;jav321;javbus;javlib
uncensored-gre077,https://www.busfan.club/uncensored/genre/gre077,毛深い,多毛,多毛,毛深い,多毛,,avsox;javbus
uncensored-gre053,https://www.busfan.club/uncensored/genre/gre053,水着,泳装,泳衣,水着,泳衣,,avsox;jav321;javbus;javlib
6w,https://www.busfan.club/genre/6w,汗だく,流汗,汗だく,Sweating,流汗,,jav321;javbus;javlib
40,https://www.busfan.club/genre/40,泥酔,烂醉如泥的,爛醉如泥的,Drunk Girl,烂醉如泥的,,jav321;javbus;javlib
aquq,https://www.b49t.com/cn/vl_genre.php?g=aquq,洋ピン,西洋片,西洋片,US/EU Porn,西洋片,,javlib
2c,https://www.busfan.club/genre/2c,洋ピン・海外輸入,国外进口,國外進口,Foreign Imports,国外进口,,jav321;javbus
uncensored-gre163,https://www.busfan.club/uncensored/genre/gre163,洋物,,白人,Western,白人,,javbus
2u,https://www.busfan.club/genre/2u,浣腸,灌肠,灌腸,Enema,灌肠,,avsox;jav321;javbus;javlib
uncensored-ee,https://www.busfan.club/uncensored/genre/ee,浮気,外遇,外遇,浮気,外遇,,avsox;javbus
nq,https://www.b49t.com/cn/vl_genre.php?g=nq,浴衣,浴衣,浴衣,Yukata,浴衣,,javlib
uncensored-gre052,https://www.busfan.club/uncensored/genre/gre052,浴衣・着物,浴衣和服,浴衣和服,浴衣・着物,浴衣和服,,avsox;javbus
a5fq,https://www.b49t.com/cn/vl_genre.php?g=a5fq,海外,海外,海外,Overseas,海外,,javlib
aqka,https://www.b49t.com/cn/vl_genre.php?g=aqka,海外輸入,国外进口,國外進口,Oversea Import,国外进口,,javlib
uncensored-3x,https://www.busfan.club/uncensored/genre/3x,淫乱,淫乱,淫亂,淫乱,淫亂,,avsox;javbus
ma,https://www.b49t.com/cn/vl_genre.php?g=ma,淫乱、ハード系,淫乱、真实,淫亂、真實,"Nasty, Hardcore",淫乱、真实,,javlib
2t,https://www.busfan.club/genre/2t,淫乱・ハード系,花痴,花癡,Nymphomaniac,花痴,,jav321;javbus
24,https://www.busfan.club/genre/24,淫語,淫语,淫語,Dirty Talk,淫语,,avsox;jav321;javbus;javlib
uncensored-1cw,https://www.busfan.club/uncensored/genre/1cw,淫語責め,淫语,淫語,Verbal Seduction,淫語,,avsox;javbus
uncensored-bk,https://www.busfan.club/uncensored/genre/bk,清楚,保守,保守,清楚,保守,,avsox;javbus
6j,https://www.busfan.club/genre/6j,温泉,温泉,温泉,Hot Spring,温泉,,avsox;jav321;javbus;javlib
1z,https://www.busfan.club/genre/1z,潮吹き,潮吹,潮吹,Squirting,潮吹,,avsox;jav321;javbus;javlib
uncensored-c2,https://www.busfan.club/uncensored/genre/c2,激しい,猛烈,猛烈,激しい,猛烈,,avsox;javbus
13,https://www.busfan.club/genre/13,熟女,成熟的女人,成熟的女人,Mature Woman,熟女,,jav321;javbus;javlib
uncensored-gre022,https://www.busfan.club/uncensored/genre/gre022,熟女/人妻,熟女,熟女,熟女/人妻,熟女,,avsox;javbus
uncensored-gre075,https://www.busfan.club/uncensored/genre/gre075,爆乳,爆乳,爆乳,爆乳,爆乳,,avsox;javbus
7u,https://www.busfan.club/genre/7u,特典あり（AVベースボール）,,特典あり（AVベースボール）,特典あり（AVベースボール）,特典,TODO,javbus
5a,https://www.busfan.club/genre/5a,特撮,特效,特效,Special Effects,特效,,jav321;javbus;javlib
uncensored-2a,https://www.busfan.club/uncensored/genre/2a,独占動画,独占动画,獨佔動畫,独占動画,獨佔動畫,,avsox;javbus
g,https://www.busfan.club/genre/g,独占配信,DMM独家,DMM獨家,DMM Exclusive,独占配信,发行商不作为影片标签,jav321;javbus
a46q,https://www.b49t.com/cn/vl_genre.php?g=a46q,猟奇,奇异的,奇異的,Bizarre,奇异的,,javlib
uncensored-po,https://www.busfan.club/uncensored/genre/po,玄関,门口,門口,玄関,門口,,avsox;javbus
uncensored-gre164,https://www.busfan.club/uncensored/genre/gre164,生ハメ・生姦,无套,無套,生ハメ・生姦,無套,,javbus
uncensored-1b8,https://www.busfan.club/uncensored/genre/1b8,生理中,经期,經期,Menstruate,經期,,avsox;javbus
uncensored-fz,https://www.busfan.club/uncensored/genre/fz,田舎,农村,農村,田舎,農村,,avsox;javbus
uncensored-12a,https://www.busfan.club/uncensored/genre/12a,男が女の耳を舐める,舔耳朵,舔耳朵,licking the ear of the woman,舔耳朵,,avsox;javbus
ef,https://www.busfan.club/genre/ef,男の潮吹き,,男の潮吹き,男の潮吹き,男性高潮,,javbus
uncensored-13r,https://www.busfan.club/uncensored/genre/13r,男の足舐め,舔脚,舔腳,licking foot of the man,舔腳,,avsox;javbus
a4sq,https://www.b49t.com/cn/vl_genre.php?g=a4sq,男性,男性,男性,Male,男性,,javlib
uncensored-gre156,https://www.busfan.club/uncensored/genre/gre156,男装,,男装,men's clothes,男装,,javbus
3h,https://www.busfan.club/genre/3h,異物挿入,插入异物,插入異物,Object Insertion,插入异物,,avsox;jav321;javbus;javlib
uncensored-gre152,https://www.busfan.club/uncensored/genre/gre152,畳,榻榻米,榻榻米,畳,榻榻米,,avsox;javbus
uncensored-gre151,https://www.busfan.club/uncensored/genre/gre151,病院,医院,醫院,病院,醫院,,avsox;javbus
ep,https://www.busfan.club/genre/ep,病院・クリニック,,病院・クリニック,病院・クリニック,医院・诊所,,javbus
uncensored-gre025,https://www.busfan.club/uncensored/genre/gre025,痴女,荡妇,痴女,Lust woman,痴女,,avsox;jav321;javbus;javlib
uncensored-gre044,https://www.busfan.club/uncensored/genre/gre044,痴漢,性骚扰,色狼,Pervert on Train,色狼,,avsox;jav321;javbus;javlib
uncensored-ab,https://www.busfan.club/uncensored/genre/ab,癒し系,治愈系,治癒系,Heal,治癒系,,avsox;javbus
2a,https://www.busfan.club/genre/2a,白人女優,白人,白人,Caucasian Actress,白人,,jav321;javbus;javlib
ek,https://www.busfan.club/genre/ek,白目・失神,,白目・失神,白目・失神,白眼失神,,javbus
uncensored-12l,https://www.busfan.club/uncensored/genre/12l,白目剥き,翻白眼,翻白眼,Swoon white of eyes,翻白眼,,avsox;javbus
uncensored-gre135,https://www.busfan.club/uncensored/genre/gre135,盗撮,偷窥,偷拍,盗撮,偷拍,,avsox;javbus;javlib
2v,https://www.busfan.club/genre/2v,盗撮・のぞき,偷窥,偷窥,Voyeur,偷窥,,jav321;javbus
25,https://www.busfan.club/genre/25,監禁,监禁,監禁,Confinement,监禁,,avsox;jav321;javbus;javlib
uncensored-8e,https://www.busfan.club/uncensored/genre/8e,目線,注视,注視,目線,注視,,avsox;javbus
uncensored-gre055,https://www.busfan.club/uncensored/genre/gre055,目隠し,眼罩,眼罩,Eye Bandage,眼罩,,avsox;javbus
uncensored-gre035,https://www.busfan.club/uncensored/genre/gre035,看護婦,护士,護士,Nurse,護士,,avsox;javbus;javlib
17,https://www.busfan.club/genre/17,看護婦・ナース,护士,护士,Nurse,护士,,jav321;javbus
4z,https://www.busfan.club/genre/4z,着エロ,猥亵穿着,猥褻穿著,Non-nude Erotica,猥亵穿着,,jav321;javbus;javlib
uncensored-3i,https://www.busfan.club/uncensored/genre/3i,着物,和服,和服,着物,和服,,avsox;javbus
uncensored-128,https://www.busfan.club/uncensored/genre/128,着衣に精液,射在衣服上,射在衣服上,Cum on Clothes,射在衣服上,,avsox;javbus
uncensored-165,https://www.busfan.club/uncensored/genre/165,睡眠系,睡眠系,睡眠系,睡眠系,睡眠系,,avsox;javbus
uncensored-17i,https://www.busfan.club/uncensored/genre/17i,短パン,短裤,短褲,短パン,短褲,,avsox;javbus
uncensored-gre018,https://www.busfan.club/uncensored/genre/gre018,破廉恥,羞耻,羞恥,破廉恥,羞恥,,avsox;javbus
fe,https://www.busfan.club/genre/fe,福袋,,福袋,福袋,福袋,,javbus
uncensored-y2,https://www.busfan.club/uncensored/genre/y2,秘密,秘密,秘密,秘密,秘密,,avsox;javbus
32,https://www.busfan.club/genre/32,秘書,秘书,秘書,Secretary,秘书,,avsox;jav321;javbus;javlib
uncensored-jm,https://www.busfan.club/uncensored/genre/jm,積極的,主动,主動,積極的,主動,,avsox;javbus
uncensored-tc,https://www.busfan.club/uncensored/genre/tc,立位,站立姿势,站立姿勢,立位,站立姿勢,,avsox;javbus
52,https://www.busfan.club/genre/52,童貞,处男,處男,Cherry Boy,处男,,jav321;javbus;javlib
l,https://www.busfan.club/genre/l,競泳・スクール水着,学校泳装,學校泳裝,School Swimsuits,学校泳装,,jav321;javbus
